
> Configure project :app
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:75:53: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:75:54: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:75:58: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:5: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:30: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:31: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:39: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:40: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:44: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:45: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:53: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:54: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:61: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:62: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:65: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:76:66: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:5: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:30: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:31: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:35: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:36: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:44: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:45: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:52: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:53: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:55: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:56: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:60: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:61: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:77:67: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:5: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:24: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:25: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:29: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:30: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:38: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:39: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:46: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:47: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:49: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:50: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:78:57: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:5: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:24: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:25: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:29: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:30: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:38: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:39: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:46: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:47: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:49: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:50: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:54: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:55: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:79:63: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:80:1: Unexpected symbol
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:38:9: Unresolved reference: compose
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:40:5: Unresolved reference: composeOptions
e: file:///Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts:41:9: Unresolved reference: kotlinCompilerExtensionVersion

FAILURE: Build completed with 2 failures.

1: Task failed with an exception.
-----------
* Where:
Build file '/Users/adriangarciagarcia/AndroidStudioProjects/MiniProyectoPersistenciaDatos/app/build.gradle.kts' line: 38

* What went wrong:
Script compilation errors:

  Line 38:         compose = true
                   ^ Unresolved reference: compose

  Line 40:     composeOptions {
               ^ Unresolved reference: composeOptions

  Line 41:         kotlinCompilerExtensionVersion = "1.5.10"
                   ^ Unresolved reference: kotlinCompilerExtensionVersion

  Line 43: }
           ^ Unexpected symbol

  Line 45: dependencies {
           ^ Unexpected symbol

  Line 45: dependencies {
                        ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
               ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                             ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                              ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                  ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                   ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                           ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                            ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                                ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                                 ^ Unexpected symbol

  Line 46:     implementation(libs.androidx.core.ktx)
                                                    ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
               ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                             ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                              ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                  ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                   ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                           ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                            ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                                     ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                                      ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                                             ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                                              ^ Unexpected symbol

  Line 47:     implementation(libs.androidx.lifecycle.runtime.ktx)
                                                                 ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
               ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                             ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                              ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                  ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                   ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                           ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                            ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                                    ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                                     ^ Unexpected symbol

  Line 48:     implementation(libs.androidx.activity.compose)
                                                            ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
               ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                             ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                              ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                      ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                       ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                           ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                            ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                    ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                     ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                            ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                             ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                                ^ Unexpected symbol

  Line 49:     implementation(platform(libs.androidx.compose.bom))
                                                                 ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
               ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                             ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                              ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                  ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                   ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                           ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                            ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                                   ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                                    ^ Unexpected symbol

  Line 50:     implementation(libs.androidx.compose.ui)
                                                      ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
               ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                             ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                              ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                  ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                   ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                           ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                            ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                                   ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                                    ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                                      ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                                       ^ Unexpected symbol

  Line 51:     implementation(libs.androidx.compose.ui.graphics)
                                                               ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
               ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                             ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                              ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                  ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                   ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                           ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                            ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                                   ^ Unexpected symbol

  Line 52:     implementation(libs.androidx.compose.ui.tooling.preview)
                                                    ^ Unexpected symbol
